,LocYear,econ1,econ2,econ3,econ4,econ5,econ6,econ7,econ8,econ9,econ10,econ11,econ12: 16-19,econ12: 16-24,econ12: 20-24
2210,WY2007,0.05,,0.12,0.11,0.68,0.21,0.31,0.03,,62100.0,0.02,,,
2211,WY2008,0.05,0.13,0.12,0.08,0.71,0.24,0.23,0.03,0.21,61100.0,0.02,0.07,0.12,0.16
2212,WY2009,0.03,,0.13,0.1,0.7,0.24,0.25,0.08,0.19,63500.0,0.06,0.09,0.12,0.15
2213,WY2010,0.05,0.16,0.14,0.11,0.64,0.25,0.23,0.07,0.21,60900.0,0.06,0.09,0.14,0.17
2214,WY2011,0.06,,0.16,0.11,0.7,0.27,0.24,0.06,0.22,65800.0,0.05,0.04,0.13,0.19
2215,WY2012,0.08,,0.17,0.1,0.64,0.27,0.25,0.04,0.22,61700.0,0.04,0.07,0.11,0.14
2216,WY2013,0.06,0.13,0.13,0.08,0.67,0.2,0.23,0.05,0.2,72700.0,0.03,0.05,0.12,0.17
2217,WY2014,0.06,0.17,0.13,0.09,0.65,0.22,0.24,0.04,0.2,73400.0,0.03,0.04,0.09,0.12
2218,WY2015,0.04,0.15,0.13,0.13,0.63,0.22,0.21,0.03,0.2,72900.0,0.03,0.1,0.12,0.14
2219,WY2016,0.04,0.16,0.11,0.09,0.69,0.2,0.23,0.06,0.21,73100.0,0.04,0.05,0.1,0.13
2220,WY2017,0.07,0.13,0.13,0.13,0.7,0.22,0.24,0.05,0.2,73000.0,0.03,0.08,0.1,0.12
2221,WY2018,0.06,0.13,0.14,0.09,0.71,0.2,0.24,0.05,0.21,76500.0,0.03,0.07,0.1,0.14
2222,WY2019,0.05,0.12,0.12,0.1,0.74,0.17,0.19,0.03,0.22,80000.0,0.02,0.07,0.11,0.15
2223,WY2020,,,,,,,,0.05,,,0.05,,,
2224,WY2021,0.07,0.13,0.13,0.11,0.74,0.24,0.27,0.05,0.17,81700.0,0.04,0.07,0.08,0.09
2225,WY2022,0.05,0.13,0.14,0.1,0.76,0.22,0.21,0.04,0.18,87900.0,0.03,0.05,0.1,0.13
2226,WY2022,0.05,0.13,0.14,0.1,0.76,0.22,0.21,0.04,0.18,87900.0,0.03,0.05,0.1,0.13
2227,WY2023,0.07,0.14,0.15,0.1,0.71,0.21,0.24,0.03,0.22,91300.0,0.02,0.07,0.09,0.11
2228,WY2024,0.03,0.13,0.1,,,,0.17,0.03,,90000.0,0.02,,,
2229,Wichita2008,,,,,,,0.28,,,,,,,
2230,Wichita2009,,,,,,,0.27,,,,,,,
2231,Wichita2010,,,,,,,0.32,,,,,,,
2232,Wichita2011,,,,,,,0.29,,,,,,,
2233,Wichita2012,,,,,,,0.28,,,,,,,
2234,Wichita2013,,,,,,,0.28,,,,,,,
2235,Wichita2014,,,,,,,0.29,,,,,,,
2236,Wichita2015,,,,,,,0.32,,,,,,,
2237,Wichita2016,,,,,,,0.24,,,,,,,
2238,Wichita2017,,,,,,,0.27,,,,,,,
2239,Wichita2018,,,,,,,0.31,,,,,,,
2240,Wichita2019,,,,,,,0.26,,,,,,,
2241,Wichita2021,,,,,,,0.3,,,,,,,
2242,Wichita2022,,,,,,,S,,,,,,,
2243,Wichita2023,,,,,,,0.25,,,,,,,
